,image,label
2245,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_56620705.jpg,angry
2246,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_1304413.jpg,happy
2247,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_71690796.jpg,fear
2248,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_6195044.jpg,neutral
2249,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_63778502.jpg,surprise
2250,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_9054268.jpg,happy
2251,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_90722505.jpg,sad
2252,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_37317961.jpg,neutral
2253,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_26564782.jpg,angry
2254,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_22673938.jpg,happy
2255,E:/kiet files/4 semister/csv files/emotion detection/train/disgust\Training_80671795.jpg,disgust
2256,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_9436506.jpg,angry
2257,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_18702236.jpg,sad
2258,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_35694833.jpg,fear
2259,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_11576563.jpg,angry
2260,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_99393166.jpg,angry
2261,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_38487951.jpg,neutral
2262,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_54884993.jpg,neutral
2263,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_15715261.jpg,neutral
2264,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_12774412.jpg,fear
2265,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_5771902.jpg,surprise
2266,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_41776962.jpg,sad
2267,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_25446614.jpg,happy
2268,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_49274848.jpg,fear
2269,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_72026035.jpg,surprise
2270,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_73545943.jpg,neutral
2271,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_2611938.jpg,sad
2272,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_78244666.jpg,sad
2273,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_33453683.jpg,happy
2274,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_93283768.jpg,sad
2275,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_26549300.jpg,neutral
2276,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_17581481.jpg,surprise
2277,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_38016578.jpg,happy
2278,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_84227855.jpg,happy
2279,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_76578410.jpg,happy
2280,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_86222151.jpg,neutral
2281,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_16117948.jpg,neutral
2282,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_78623090.jpg,happy
2283,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_41987102.jpg,angry
2284,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_10662098.jpg,fear
2285,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_24792612.jpg,sad
2286,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_7819588.jpg,happy
2287,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_71823092.jpg,angry
2288,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_21388516.jpg,sad
2289,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_17796854.jpg,angry
2290,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_41431027.jpg,neutral
2291,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_46732104.jpg,happy
2292,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_27909717.jpg,sad
2293,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_95420449.jpg,happy
2294,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_57904554.jpg,angry
2295,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_27349834.jpg,neutral
2296,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_98470407.jpg,neutral
2297,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_7329486.jpg,happy
2298,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_79273749.jpg,neutral
2299,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_80867662.jpg,happy
2300,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_73932212.jpg,happy
2301,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_23281693.jpg,sad
2302,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_11531343.jpg,happy
2303,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_61920083.jpg,happy
2304,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_35749280.jpg,fear
2305,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_32991402.jpg,fear
2306,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_98838891.jpg,neutral
2307,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_55597740.jpg,sad
2308,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_65792953.jpg,sad
2309,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_90617831.jpg,fear
2310,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_29336183.jpg,angry
2311,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_99569677.jpg,neutral
2312,E:/kiet files/4 semister/csv files/emotion detection/train/disgust\Training_16203955.jpg,disgust
2313,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_89447424.jpg,happy
2314,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_9952687.jpg,angry
2315,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_16305966.jpg,angry
2316,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_84789870.jpg,angry
2317,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_94903625.jpg,happy
2318,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_65866393.jpg,angry
2319,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_59701314.jpg,sad
2320,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_18850179.jpg,fear
2321,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_16668694.jpg,sad
2322,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_5667727.jpg,angry
2323,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_43313545.jpg,angry
2324,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_61999969.jpg,happy
2325,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_71584150.jpg,sad
2326,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_55509904.jpg,surprise
2327,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_63267199.jpg,neutral
2328,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_89965304.jpg,angry
2329,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_66014049.jpg,angry
2330,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_54197036.jpg,sad
2331,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_90556381.jpg,sad
2332,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_77152355.jpg,fear
2333,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_32734485.jpg,fear
2334,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_8501029.jpg,happy
2335,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_54676309.jpg,sad
2336,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_20516208.jpg,happy
2337,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_37701520.jpg,sad
2338,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_81913976.jpg,happy
2339,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_52372181.jpg,happy
2340,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_91979653.jpg,sad
2341,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_49443567.jpg,sad
2342,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_18387119.jpg,happy
2343,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_97308423.jpg,sad
2344,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_90358937.jpg,happy
2345,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_6009218.jpg,angry
2346,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_49437231.jpg,happy
2347,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_45559587.jpg,fear
2348,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_46872103.jpg,sad
2349,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_86339701.jpg,happy
2350,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_37822878.jpg,surprise
2351,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_1201837.jpg,happy
2352,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_56423491.jpg,happy
2353,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_13969946.jpg,sad
2354,E:/kiet files/4 semister/csv files/emotion detection/train/disgust\Training_41823318.jpg,disgust
2355,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_53517772.jpg,surprise
2356,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_68381170.jpg,neutral
2357,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_2990663.jpg,neutral
2358,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_1956927.jpg,sad
2359,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_38501488.jpg,sad
2360,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_66155454.jpg,neutral
2361,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_48811234.jpg,neutral
2362,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_54933277.jpg,angry
2363,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_21493916.jpg,neutral
2364,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_28330781.jpg,happy
2365,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_4688047.jpg,sad
2366,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_72907112.jpg,happy
2367,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_96039325.jpg,happy
2368,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_4778265.jpg,happy
2369,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_55662598.jpg,happy
2370,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_44476421.jpg,sad
2371,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_57057434.jpg,angry
2372,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_79029206.jpg,neutral
2373,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_84961559.jpg,sad
2374,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_24840636.jpg,happy
2375,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_22550387.jpg,fear
2376,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_97699815.jpg,happy
2377,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_84985243.jpg,happy
2378,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_30583451.jpg,happy
2379,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_31719744.jpg,surprise
2380,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_47258285.jpg,angry
2381,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_95680603.jpg,angry
2382,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_76382518.jpg,neutral
2383,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_95558533.jpg,surprise
2384,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_92255853.jpg,happy
2385,E:/kiet files/4 semister/csv files/emotion detection/train/happy\Training_92425389.jpg,happy
2386,E:/kiet files/4 semister/csv files/emotion detection/train/sad\Training_17757453.jpg,sad
2387,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_17771777.jpg,surprise
2388,E:/kiet files/4 semister/csv files/emotion detection/train/fear\Training_99811431.jpg,fear
2389,E:/kiet files/4 semister/csv files/emotion detection/train/surprise\Training_65663468.jpg,surprise
2390,E:/kiet files/4 semister/csv files/emotion detection/train/angry\Training_69280269.jpg,angry
2391,E:/kiet files/4 semister/csv files/emotion detection/train/neutral\Training_31843883.jpg,neutral
